Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3348-2056-9511-96667,2018-08-03,1533319683,Charged,albus,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,BRL,319.99,0.00,319.99,Porto Velho,RO,76808164,BR
GPA.3366-6775-0082-98231,2018-08-03,1533319809,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Cà Mau,CÀ MAU,971470,VN
GPA.3305-6834-3830-74673,2018-08-03,1533319841,Charged,G3221,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Adana,ADANA,01240,TR
GPA.3329-4774-3941-39650,2018-08-03,1533319955,Charged,G3221,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,Adana,ADANA,01240,TR
GPA.3390-2292-2014-15090,2018-08-03,1533319980,Charged,G3221,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Adana,ADANA,01240,TR
GPA.3394-1092-1796-29846,2018-08-03,1533319998,Charged,V3Max,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Vinh,NGHỆ AN,,VN
GPA.3314-6702-7054-44777,2018-08-03,1533320051,Charged,greatqlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,CONCORD,NC,28027,US
GPA.3356-2883-4385-81334,2018-08-03,1533320106,Charged,HWVNS-H,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,RON,373.94,71.05,444.99,,,,RO
GPA.3364-8040-0310-51543,2018-08-03,1533320164,Charged,mcv150,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,ROSWELL,NM,88203,US
GPA.3303-1681-1717-42340,2018-08-03,1533320248,Charged,F8332,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok4,TWD,143.00,7.00,150.00,,,264,TW
GPA.3348-4311-8837-58112,2018-08-03,1533320312,Charged,manning,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,SAR,15.23,0.76,15.99,Jubail,,,SA
GPA.3352-0691-9038-63848,2018-08-03,1533320381,Charged,F8332,7880 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew9,TWD,"2,257.00",113.00,"2,370.00",,,264,TW
GPA.3323-1475-1047-94478,2018-08-03,1533320418,Charged,HWANE,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,AED,3.42,0.17,3.59,,أبو ظبي,,AE
GPA.3383-6737-3467-48632,2018-08-03,1533320558,Charged,greatlte,10800 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew10,USD,97.96,4.85,102.86,白河區,台南市,732,TW
GPA.3378-6945-2997-68352,2018-08-03,1533320633,Charged,TB3-850M,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Quận 2,THÀNH PHỐ HỒ CHÍ MINH,760000,VN
GPA.3381-2882-3869-08046,2018-08-03,1533320834,Charged,gracerlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Çayırova,,41720,TR
GPA.3381-3470-6018-21043,2018-08-03,1533321090,Charged,gracerlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,TRY,12.70,2.29,14.99,Çayırova,,41720,TR
GPA.3326-9392-7604-17434,2018-08-03,1533321097,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3394-0646-7558-46891,2018-08-03,1533321110,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3379-4175-1537-31116,2018-08-03,1533321114,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3387-7598-3001-06800,2018-08-03,1533321133,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3366-8893-9029-88870,2018-08-03,1533321140,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3317-2862-6249-66516,2018-08-03,1533321144,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3378-4790-4430-68507,2018-08-03,1533321152,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3378-3796-6522-30796,2018-08-03,1533321159,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",,,100000,VN
GPA.3365-8392-6110-26071,2018-08-03,1533321255,Charged,HWEML,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,HKD,23.00,0.00,23.00,旺角,九龍,,HK
GPA.3393-8993-9272-98586,2018-08-03,1533321257,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,100000,VN
GPA.3310-7721-7495-24851,2018-08-03,1533321270,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3348-0017-7663-32987,2018-08-03,1533321311,Charged,F3211,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.95,0.00,3.95,San Cristobal,,91000,DO
GPA.3334-2694-7772-62845,2018-08-03,1533321337,Charged,F3211,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Cristobal,,91000,DO
GPA.3345-4828-6603-85693,2018-08-03,1533321436,Charged,a5y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3318-2975-5946-19232,2018-08-03,1533321525,Charged,star2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Long Xuyên,AN GIANG,,VN
GPA.3394-9570-6857-54148,2018-08-03,1533321541,Charged,a5y17lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3382-1556-7413-69249,2018-08-03,1533321633,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3341-2108-1989-14723,2018-08-03,1533321643,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3309-2283-1567-68151,2018-08-03,1533321666,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3344-4464-9321-53588,2018-08-03,1533321681,Charged,star2lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,PHP,410.00,0.00,410.00,,,2000,PH
GPA.3375-1057-4812-20287,2018-08-03,1533321831,Charged,hero2qlteue,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",,,700000,VN
GPA.3350-8694-3506-08143,2018-08-03,1533321864,Charged,hero2qlteue,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,700000,VN
GPA.3367-4757-8956-05138,2018-08-03,1533321877,Charged,hero2qlteue,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,700000,VN
GPA.3362-4243-3159-35822,2018-08-03,1533321934,Charged,1603,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,MYR,3.99,0.00,3.99,,,47400,MY
GPA.3337-1416-7108-37874,2018-08-03,1533321954,Charged,nobleltehk,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,HKD,15.00,0.00,15.00,,新界,,HK
GPA.3392-2346-5651-82039,2018-08-03,1533322008,Charged,nobleltehk,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,HKD,8.00,0.00,8.00,,新界,,HK
GPA.3349-6135-8566-09403,2018-08-03,1533322013,Charged,gts210wifi,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,EUR,40.33,7.66,47.99,,,,DE
GPA.3394-9934-3214-96192,2018-08-03,1533322072,Charged,harpia,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PEN,3.19,0.00,3.19,Chorrillos,LIMA,,PE
GPA.3310-6517-4214-08422,2018-08-03,1533322261,Charged,j5y17lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,BRL,12.99,0.00,12.99,Juína,MT,78320000,BR
GPA.3362-5176-1749-44973,2018-08-03,1533322282,Charged,j5y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,Juína,MT,78320000,BR
GPA.3350-7420-1099-47890,2018-08-03,1533322357,Charged,nobleltehk,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,HKD,38.00,0.00,38.00,,新界,,HK
GPA.3355-2093-0912-93450,2018-08-03,1533322357,Charged,a9xproltesea,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Kham Duc - Phuoc Son,QUẢNG NAM,,VN
GPA.3383-3293-1753-76630,2018-08-03,1533322463,Charged,HWRNE,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MXN,19.00,0.00,19.00,,,82139,MX
GPA.3349-7613-8000-99439,2018-08-03,1533322604,Charged,griffin,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Adana,ADANA,01310,TR
GPA.3306-6925-1412-37550,2018-08-03,1533322639,Charged,evert_n,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,PEN,12.99,0.00,12.99,Huancayo,EL TAMBO,,PE
GPA.3371-1511-0101-59614,2018-08-03,1533322685,Charged,mido,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Санкт-Петербург,,198329,RU
GPA.3386-7379-7197-21357,2018-08-03,1533322800,Charged,j7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,ILS,3.60,0.00,3.60,,,86000,IL
GPA.3396-7874-9401-50388,2018-08-03,1533322918,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3353-3424-4866-03436,2018-08-03,1533323068,Charged,a9xproltesea,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",Kham Duc - Phuoc Son,QUẢNG NAM,,VN
GPA.3312-5589-5374-33792,2018-08-03,1533323089,Charged,dreamqltecan,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,CAD,6.49,0.00,6.49,Keephills,AB,T0E 0N0,CA
GPA.3368-0734-1386-88622,2018-08-03,1533323332,Charged,CPH1819,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Iloilo,ILOILO,,PH
GPA.3307-6104-6483-16219,2018-08-03,1533323368,Charged,zenlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,AUD,9.99,1.00,10.99,,,4868,AU
GPA.3330-7581-0840-54358,2018-08-03,1533323541,Charged,dreamqltesq,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,USD,3.99,0.00,3.99,RENO,NV,89523,US
GPA.3323-3831-4671-71081,2018-08-03,1533323880,Charged,zenlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,AUD,25.45,2.54,27.99,,,4868,AU
GPA.3377-2937-8803-76015,2018-08-03,1533324189,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,ES
GPA.3367-6285-5534-99888,2018-08-03,1533324210,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,ES
GPA.3388-4935-7751-59306,2018-08-03,1533324232,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,ES
GPA.3342-1183-6935-12014,2018-08-03,1533324257,Charged,HWLDN-Q,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,PHP,"1,550.00",0.00,"1,550.00",,,6306,PH
GPA.3360-9154-7937-78156,2018-08-03,1533324285,Charged,hero2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.24,0.55,3.79,,,,LU
GPA.3322-6349-9128-54419,2018-08-03,1533324355,Charged,HWCLT,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,EUR,27.04,5.95,32.99,,,,IT
GPA.3331-3925-2156-80826,2018-08-03,1533324426,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3357-7172-9711-21413,2018-08-03,1533324473,Charged,nikel,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3325-7089-2379-95186,2018-08-03,1533324487,Charged,j3y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3310-5472-1355-96269,2018-08-03,1533324529,Charged,oxygen,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Москва,,123365,RU
GPA.3397-9516-8696-90360,2018-08-03,1533324586,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3326-6079-7202-09622,2018-08-03,1533324642,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3322-4549-8442-71201,2018-08-03,1533324653,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3336-5557-4379-63779,2018-08-03,1533324679,Charged,HWCLT,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,EUR,27.04,5.95,32.99,,,,IT
GPA.3334-9144-7232-64433,2018-08-03,1533324693,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3320-6885-3613-03015,2018-08-03,1533324835,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3312-4435-4947-36430,2018-08-03,1533324905,Charged,ASUS_X008,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Белебей,,420000,RU
GPA.3312-9401-7659-28767,2018-08-03,1533324993,Charged,HWBLN-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.89,0.20,1.09,,,,IT
GPA.3318-7203-4825-04087,2018-08-03,1533325116,Charged,starqltechn,Month Card Fund II (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf2,COP,"56,000.00",0.00,"56,000.00",Bogota,CUNDINAMARCA,111156,CO
GPA.3312-2771-0161-29914,2018-08-03,1533325328,Charged,HWWAS-H,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,NOK,76.00,19.00,95.00,,,,NO
GPA.3344-7731-9109-24624,2018-08-03,1533325393,Charged,herolte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,AUD,25.45,2.54,27.99,,,2095,AU
GPA.3396-0865-0681-57329,2018-08-03,1533325414,Charged,greatqlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,Mobile,AL,36608,US
GPA.3336-8008-2503-13093,2018-08-03,1533325512,Charged,zeroflte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,BE
GPA.3322-4577-5672-37477,2018-08-03,1533325953,Charged,dreamqltesq,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,USD,19.99,0.00,19.99,NEWPORT NEWS,VA,23608,US
GPA.3389-3227-7393-74546,2018-08-03,1533326062,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3368-6259-7071-31212,2018-08-03,1533326073,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3348-3089-7820-22936,2018-08-03,1533326182,Charged,j7popeltemtr,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,USD,2.99,0.00,2.99,MIDDLETOWN,DE,19734,US
GPA.3336-2664-8939-10816,2018-08-03,1533326233,Charged,jackpotlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Ankara,ANKARA,06480,TR
GPA.3384-6194-6749-37971,2018-08-03,1533326336,Charged,a5lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,TRY,63.55,11.44,74.99,Güzelyalı,BURSA,16160,TR
GPA.3326-4527-3689-13626,2018-08-03,1533326420,Charged,M5s,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,UAH,769.99,0.00,769.99,Львів,Львівська область,79040,UA
GPA.3322-3628-5477-41169,2018-08-03,1533326450,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3376-9284-9168-53930,2018-08-03,1533326456,Charged,HWWAS-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,NOK,31.20,7.80,39.00,,,,NO
GPA.3369-5937-0354-84432,2018-08-03,1533326502,Charged,HWRNE,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,MXN,75.00,0.00,75.00,,,54070,MX
GPA.3300-8642-2870-27306,2018-08-03,1533326708,Charged,gtaxlwifi,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,CHF,95.00,0.00,95.00,Baselland,,4147,CH
GPA.3354-9158-0047-86054,2018-08-03,1533326991,Charged,1716,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Salak Selatan,KUALA LUMPUR,57100,MY
GPA.3389-1277-2792-00283,2018-08-03,1533327042,Charged,kinzie_uds,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,BRL,94.99,0.00,94.99,São Bento do Sul,SC,89280130,BR
GPA.3381-8044-1661-38996,2018-08-03,1533327137,Charged,a5lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Güzelyalı,BURSA,16160,TR
GPA.3385-0843-9962-72667,2018-08-03,1533327398,Charged,sailfish,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,CAD,40.99,0.00,40.99,Lévis,QC,G6J1R7,CA
GPA.3300-0737-8831-81239,2018-08-03,1533327555,Charged,greatqlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,OMAHA,NE,68105,US
GPA.3381-3625-7292-59593,2018-08-03,1533327914,Charged,HWCLT,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,EUR,40.33,7.66,47.99,,,,DE
GPA.3347-2588-0099-03512,2018-08-03,1533328147,Charged,hwALE-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.24,0.65,3.89,,,,EE
GPA.3336-8021-3643-94307,2018-08-03,1533328170,Charged,HWWAS-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,PLN,26.82,6.17,32.99,,,,PL
GPA.3340-1623-9155-44673,2018-08-03,1533328287,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3363-3831-5787-19061,2018-08-03,1533328301,Charged,gprimeltetfnvzw,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,USD,49.99,0.00,49.99,Kettle Falls,WA,99141,US
GPA.3378-8040-0371-74943,2018-08-03,1533328819,Charged,heroqltevzw,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,CASPER,WY,82604,US
GPA.3332-3539-0325-92418,2018-08-03,1533328961,Charged,h1,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,N,,00025,TR
GPA.3361-9881-4419-13704,2018-08-03,1533329054,Charged,osprey_uds,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,Nueva York,NY,10001,US
GPA.3393-9778-8186-07273,2018-08-03,1533329092,Charged,osprey_uds,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Nueva York,NY,10001,US
GPA.3304-9993-8748-38020,2018-08-03,1533329105,Charged,tre3caltektt,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Южно-Сахалинск,Сахалинская область,693000,RU
GPA.3332-7084-7180-68132,2018-08-03,1533329131,Charged,mido,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Ижевск,Республика Удмуртия,426028,RU
GPA.3354-5052-0817-10729,2018-08-03,1533329191,Charged,jackpotlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.89,0.20,1.09,,,,IT
GPA.3386-3955-3486-55876,2018-08-03,1533329264,Charged,dream2qltechn,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Stanton,CA,90680,US
GPA.3390-4444-3851-89008,2018-08-03,1533329346,Charged,F8332,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,,,820,TW
GPA.3385-3650-2810-79066,2018-08-03,1533329435,Charged,j7y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,São João del Rei,MG,36300-300,BR
GPA.3316-7925-6918-21754,2018-08-03,1533329499,Charged,dream2lte,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,TWD,390.00,20.00,410.00,,,112,TW
GPA.3399-4001-1699-72159,2018-08-03,1533329613,Charged,j5nlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,SEK,79.20,19.80,99.00,,,,SE
GPA.3368-3975-7931-89762,2018-08-03,1533329648,Charged,a5y17ltecan,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CAD,67.99,0.00,67.99,Sainte Marthe Sur Le Lac,QC,J0n 1p0,CA
GPA.3394-9369-7672-96867,2018-08-03,1533329675,Charged,j5nlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,SEK,63.20,15.80,79.00,,,,SE
GPA.3316-0648-6367-94134,2018-08-03,1533329706,Charged,greatlte,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,TWD,90.00,4.00,94.00,,,268,TW
